emp_id,week_start,week,department,role_level,manager_id,base_skill,baseline_stress,workload,tasks_completed,avg_task_difficulty,hours_worked,overtime_hours,idle_time_ratio,msg_count,avg_sentiment,meetings,leave_days,task_on_time_ratio,productivity_index,burnout_score,burnout_risk
2,2024-04-29,18,engineering,mid,1,55.7,0.162,0.998,5,3.6,37.7,0.0,0.126,37,0.255,5,0,0.844,38.5,0.186,Low
2,2024-05-06,19,engineering,mid,1,55.7,0.162,0.948,6,2.22,37.4,0.0,0.08,47,0.123,7,0,0.859,39.47,0.196,Low
2,2024-05-13,20,engineering,mid,1,55.7,0.162,0.582,7,1.43,41.2,0.0,0.149,36,0.364,2,0,0.977,46.19,0.159,Low
3,2024-01-01,1,engineering,mid,1,63.4,0.284,1.144,5,3.23,40.1,0.0,0.117,30,0.291,6,0,0.792,37.47,0.253,Low
3,2024-01-08,2,engineering,mid,1,63.4,0.284,0.909,4,2.86,40.3,0.0,0.195,51,0.09,3,0,0.918,37.04,0.253,Low
3,2024-01-15,3,engineering,mid,1,63.4,0.284,1.656,0,4.6,49.5,10.49,0.213,26,0.07,2,0,0.774,27.59,0.458,Medium
3,2024-01-22,4,engineering,mid,1,63.4,0.284,1.8,1,5.0,52.6,12.28,0.119,38,0.12,7,0,0.741,27.71,0.518,Medium
3,2024-01-29,5,engineering,mid,1,63.4,0.284,1.289,4,3.73,39.5,2.09,0.229,20,0.275,5,0,0.833,35.02,0.384,Medium
3,2024-02-05,6,engineering,mid,1,63.4,0.284,1.072,1,3.81,38.3,0.0,0.241,42,-0.224,6,0,0.853,26.43,0.356,Medium
3,2024-02-12,7,engineering,mid,1,63.4,0.284,1.345,2,4.21,45.9,6.11,0.201,18,0.122,9,0,0.848,28.82,0.469,Medium
3,2024-02-19,8,engineering,mid,1,63.4,0.284,0.747,8,2.69,45.7,0.0,0.213,32,-0.075,2,0,0.903,43.81,0.335,Medium
3,2024-02-26,9,engineering,mid,1,63.4,0.284,0.586,4,2.64,40.2,0.0,0.139,18,0.049,1,0,0.804,37.13,0.35,Medium
3,2024-03-04,10,engineering,mid,1,63.4,0.284,0.745,3,2.21,34.6,0.18,0.144,40,-0.06,1,0,0.891,35.94,0.325,Low
3,2024-03-11,11,engineering,mid,1,63.4,0.284,0.732,3,2.31,38.4,0.0,0.191,25,-0.541,1,0,0.975,34.11,0.304,Low
3,2024-03-18,12,engineering,mid,1,63.4,0.284,1.235,1,3.14,42.9,3.69,0.175,39,0.168,6,0,0.821,28.9,0.409,Medium
3,2024-03-25,13,engineering,mid,1,63.4,0.284,0.704,4,1.98,41.5,0.0,0.132,43,0.034,2,0,0.915,38.23,0.308,Low
3,2024-04-01,14,engineering,mid,1,63.4,0.284,0.831,3,1.68,45.3,0.0,0.129,25,0.417,5,0,0.788,34.68,0.332,Medium
3,2024-04-08,15,engineering,mid,1,63.4,0.284,1.097,1,3.45,41.2,0.0,0.175,46,0.177,4,0,0.846,30.49,0.304,Low
3,2024-04-15,16,engineering,mid,1,63.4,0.284,1.115,1,3.79,40.3,0.0,0.091,42,0.518,8,0,0.883,31.67,0.285,Low
3,2024-04-22,17,engineering,mid,1,63.4,0.284,0.961,0,2.58,40.1,0.0,0.208,22,-0.119,4,0,0.779,25.64,0.328,Low
3,2024-04-29,18,engineering,mid,1,63.4,0.284,0.844,1,1.84,43.5,4.38,0.184,34,-0.275,4,0,0.843,28.04,0.389,Medium
3,2024-05-06,19,engineering,mid,1,63.4,0.284,1.537,2,5.0,50.0,4.57,0.202,25,-0.143,7,0,0.704,26.47,0.419,Medium
3,2024-05-13,20,engineering,mid,1,63.4,0.284,1.525,0,5.0,49.9,9.49,0.214,38,-0.364,8,2,0.832,22.78,0.496,Medium
4,2024-01-01,1,marketing,mid,1,72.1,0.394,1.005,3,2.46,43.0,0.15,0.153,47,-0.007,3,0,0.874,34.65,0.298,Low
4,2024-01-08,2,marketing,mid,1,72.1,0.394,1.199,3,2.51,38.0,0.0,0.227,52,0.098,5,0,0.881,33.01,0.294,Low
4,2024-01-15,3,marketing,mid,1,72.1,0.394,1.8,1,4.58,47.2,8.51,0.236,60,-0.237,6,0,0.684,23.91,0.492,Medium
4,2024-01-22,4,marketing,mid,1,72.1,0.394,1.008,5,3.26,41.6,2.14,0.142,74,0.115,2,0,0.762,38.09,0.362,Medium
4,2024-01-29,5,marketing,mid,1,72.1,0.394,1.092,3,2.63,48.9,4.67,0.151,36,-0.288,5,0,0.86,31.9,0.4,Medium
4,2024-02-05,6,marketing,mid,1,72.1,0.394,1.09,0,2.02,44.5,2.83,0.232,32,-0.141,4,0,0.902,27.02,0.362,Medium
4,2024-02-12,7,marketing,mid,1,72.1,0.394,1.057,5,3.15,51.8,4.25,0.152,40,0.014,6,0,0.889,37.0,0.374,Medium
4,2024-02-19,8,marketing,mid,1,72.1,0.394,1.009,3,2.36,43.8,2.25,0.226,54,-0.111,6,0,0.834,30.69,0.364,Medium
4,2024-02-26,9,marketing,mid,1,72.1,0.394,0.839,5,2.55,42.5,1.9,0.19,28,0.173,4,0,0.857,37.91,0.346,Medium
4,2024-03-04,10,marketing,mid,1,72.1,0.394,0.933,2,2.3,40.5,0.0,0.206,41,0.346,3,0,0.756,31.98,0.33,Low
4,2024-03-11,11,marketing,mid,1,72.1,0.394,1.446,0,4.07,43.5,5.15,0.266,22,0.215,1,0,0.744,27.66,0.432,Medium
4,2024-03-18,12,marketing,mid,1,72.1,0.394,0.762,2,2.48,39.7,0.0,0.226,27,-0.062,6,0,0.836,29.08,0.341,Medium
4,2024-03-25,13,marketing,mid,1,72.1,0.394,0.871,4,2.64,42.8,1.8,0.209,50,0.293,4,0,0.884,36.76,0.34,Medium
4,2024-04-01,14,marketing,mid,1,72.1,0.394,1.067,2,2.04,35.9,0.0,0.162,37,0.354,4,0,0.815,32.99,0.304,Low
4,2024-04-08,15,marketing,mid,1,72.1,0.394,0.798,0,2.12,42.4,0.0,0.203,32,0.367,3,0,0.976,31.68,0.281,Low
4,2024-04-15,16,marketing,mid,1,72.1,0.394,1.147,2,3.55,41.0,1.51,0.134,49,0.004,2,0,0.82,32.89,0.318,Low
4,2024-04-22,17,marketing,mid,1,72.1,0.394,1.262,0,3.88,43.3,1.2,0.194,55,0.124,6,0,0.909,27.84,0.324,Low
4,2024-04-29,18,marketing,mid,1,72.1,0.394,1.152,1,4.55,39.3,2.43,0.154,53,0.262,6,3,0.782,29.11,0.379,Medium
4,2024-05-06,19,marketing,mid,1,72.1,0.394,1.8,3,4.55,45.8,6.53,0.068,56,-0.326,8,2,0.703,28.86,0.417,Medium
4,2024-05-13,20,marketing,mid,1,72.1,0.394,1.04,0,3.03,40.9,5.82,0.125,57,0.401,4,0,0.964,32.25,0.322,Low
5,2024-01-01,1,sales,mid,1,64.5,0.127,1.191,4,3.18,37.8,1.21,0.07,74,0.264,3,0,0.907,39.61,0.187,Low
5,2024-01-08,2,sales,mid,1,64.5,0.127,1.8,4,5.0,47.4,11.55,0.08,66,0.251,8,0,0.801,34.91,0.366,Medium
5,2024-01-15,3,sales,mid,1,64.5,0.127,1.163,4,2.89,41.6,1.74,0.184,53,0.431,5,0,0.75,35.22,0.264,Low
5,2024-01-22,4,sales,mid,1,64.5,0.127,1.8,4,4.21,48.2,6.99,0.091,66,0.231,7,0,0.78,34.91,0.364,Medium
5,2024-01-29,5,sales,mid,1,64.5,0.127,1.315,4,3.91,50.8,10.99,0.165,66,0.548,7,0,0.773,35.28,0.435,Medium
5,2024-02-05,6,sales,mid,1,64.5,0.127,1.113,5,2.34,46.7,2.38,0.187,57,0.349,1,0,0.899,41.22,0.276,Low
5,2024-02-12,7,sales,mid,1,64.5,0.127,1.084,2,2.31,40.5,0.49,0.108,40,-0.0,7,0,0.736,29.09,0.289,Low
5,2024-02-19,8,sales,mid,1,64.5,0.127,0.822,4,2.63,45.7,1.13,0.053,53,-0.078,3,0,0.899,38.05,0.256,Low
5,2024-02-26,9,sales,mid,1,64.5,0.127,1.201,3,3.17,48.3,6.56,0.18,63,-0.007,6,0,0.857,32.24,0.352,Medium
5,2024-03-04,10,sales,mid,1,64.5,0.127,0.946,3,2.77,40.4,2.26,0.062,65,0.179,6,0,0.795,34.02,0.285,Low
5,2024-03-11,11,sales,mid,1,64.5,0.127,0.571,7,1.72,41.0,0.0,0.084,64,0.305,2,1,1.0,47.22,0.185,Low
5,2024-03-18,12,sales,mid,1,64.5,0.127,0.849,4,1.99,41.2,0.0,0.159,39,0.516,5,0,0.972,39.37,0.127,Low
5,2024-03-25,13,sales,mid,1,64.5,0.127,1.082,4,2.88,40.8,0.0,0.083,85,0.264,2,0,0.928,40.32,0.121,Low
5,2024-04-01,14,sales,mid,1,64.5,0.127,1.292,4,3.26,40.8,0.0,0.195,32,-0.082,5,0,0.831,33.72,0.147,Low
5,2024-04-08,15,sales,mid,1,64.5,0.127,1.443,3,3.03,43.6,4.18,0.087,47,0.321,4,0,0.815,35.82,0.223,Low
5,2024-04-15,16,sales,mid,1,64.5,0.127,1.665,3,5.0,40.8,4.47,0.147,78,-0.021,6,0,0.793,31.71,0.24,Low
5,2024-04-22,17,sales,mid,1,64.5,0.127,1.045,6,2.48,43.7,0.0,0.189,60,0.86,2,0,0.907,45.15,0.143,Low
5,2024-04-29,18,sales,mid,1,64.5,0.127,1.8,2,4.42,52.9,11.11,0.068,49,-0.052,5,0,0.849,32.29,0.359,Medium
5,2024-05-06,19,sales,mid,1,64.5,0.127,1.689,3,4.11,50.8,8.25,0.133,55,-0.009,8,0,0.834,31.44,0.343,Medium
5,2024-05-13,20,sales,mid,1,64.5,0.127,0.992,7,2.6,43.9,0.0,0.156,56,0.055,3,0,0.869,42.35,0.206,Low
6,2024-01-01,1,sales,mid,1,66.9,0.16,1.246,6,3.03,38.9,2.52,0.169,72,0.133,7,1,0.875,38.42,0.235,Low
6,2024-01-08,2,sales,mid,1,66.9,0.16,1.042,6,1.86,40.9,0.0,0.095,59,0.887,2,0,0.938,47.16,0.11,Low
6,2024-01-15,3,sales,mid,1,66.9,0.16,0.952,5,2.13,41.6,0.0,0.163,47,0.388,0,0,0.833,41.38,0.124,Low
6,2024-01-22,4,sales,mid,1,66.9,0.16,0.808,5,1.0,40.3,3.88,0.122,71,-0.191,1,0,0.89,39.37,0.186,Low
6,2024-01-29,5,sales,mid,1,66.9,0.16,1.099,5,3.14,48.7,6.67,0.094,84,0.725,3,0,0.986,44.64,0.211,Low
6,2024-02-05,6,sales,mid,1,66.9,0.16,1.184,6,2.58,46.7,7.38,0.121,59,-0.01,3,0,0.839,40.22,0.251,Low
6,2024-02-12,7,sales,mid,1,66.9,0.16,1.286,3,3.08,48.6,5.59,0.076,42,0.446,7,0,0.965,37.11,0.208,Low
6,2024-02-19,8,sales,mid,1,66.9,0.16,1.187,4,3.27,49.9,7.64,0.148,45,-0.005,5,0,0.86,35.25,0.264,Low
6,2024-02-26,9,sales,mid,1,66.9,0.16,1.201,4,2.94,42.5,1.59,0.167,64,0.681,3,0,0.871,39.72,0.173,Low
6,2024-03-04,10,sales,mid,1,66.9,0.16,0.623,8,1.98,41.0,0.0,0.144,54,-0.027,2,0,0.952,45.81,0.134,Low
6,2024-03-11,11,sales,mid,1,66.9,0.16,0.784,7,2.62,46.9,5.22,0.048,70,0.03,3,0,0.926,44.7,0.231,Low
6,2024-03-18,12,sales,mid,1,66.9,0.16,0.978,3,2.21,40.8,0.0,0.062,69,0.671,6,0,0.928,38.47,0.138,Low
6,2024-03-25,13,sales,mid,1,66.9,0.16,0.865,5,3.04,37.3,0.0,0.11,66,0.568,2,0,0.941,43.52,0.12,Low
6,2024-04-01,14,sales,mid,1,66.9,0.16,1.21,3,3.11,41.3,0.8,0.086,85,0.741,4,0,0.994,40.62,0.143,Low
6,2024-04-08,15,sales,mid,1,66.9,0.16,1.273,5,3.56,39.2,1.62,0.132,54,0.607,4,0,0.875,41.21,0.194,Low
6,2024-04-15,16,sales,mid,1,66.9,0.4124693861681822,1.023,3,3.51,41.4,11.471397582958232,0.071,62,-0.2486826318095014,5,0,0.5138524194609774,28.11,0.552,Medium
6,2024-04-22,17,sales,mid,1,66.9,0.16,1.8,2,4.7,52.8,14.23,0.067,62,-0.245,4,0,0.777,30.84,0.401,Medium
6,2024-04-29,18,sales,mid,1,66.9,0.16,1.191,4,1.57,43.1,6.46,0.141,58,0.406,4,0,0.924,38.93,0.309,Low
6,2024-05-06,19,sales,mid,1,66.9,0.16,1.327,4,3.23,47.3,7.6,0.13,46,-0.007,3,0,0.909,37.4,0.328,Low
6,2024-05-13,20,sales,mid,1,66.9,0.41979057455154056,1.079,4,3.07,34.7,7.3732850049358225,0.096,61,-0.6223911714704027,4,0,0.5635699678364935,29.07,0.498,Medium
7,2024-01-01,1,marketing,mid,1,72.9,0.072,0.902,5,2.22,40.2,0.0,0.154,54,0.053,3,0,0.926,39.47,0.134,Low
7,2024-01-08,2,marketing,mid,1,72.9,0.072,1.52,3,4.07,48.4,11.55,0.075,51,0.111,8,0,0.853,33.19,0.311,Low
7,2024-01-15,3,marketing,mid,1,72.9,0.072,0.999,7,1.88,45.2,0.35,0.145,43,0.269,3,0,0.906,44.14,0.132,Low
7,2024-01-22,4,marketing,mid,1,72.9,0.072,1.362,6,4.31,46.6,8.27,0.04,55,0.413,6,0,0.89,42.57,0.308,Low
7,2024-01-29,5,marketing,mid,1,72.9,0.072,1.046,9,2.99,43.1,0.0,0.125,43,0.26,2,1,0.828,47.56,0.171,Low
7,2024-02-05,6,marketing,mid,1,72.9,0.072,1.156,8,2.94,49.6,5.32,0.067,48,0.089,4,0,0.906,45.7,0.227,Low
7,2024-02-12,7,marketing,mid,1,72.9,0.072,1.311,7,3.18,44.1,0.71,0.192,43,0.002,1,0,0.869,42.7,0.159,Low
7,2024-02-19,8,marketing,mid,1,72.9,0.4495815127091675,1.306,4,4.1,35.6,8.676972808862342,0.167,60,-0.14669600210299788,2,0,0.7190502893165235,33.88,0.498,Medium
7,2024-02-26,9,marketing,mid,1,72.9,0.072,1.013,7,2.46,40.6,0.0,0.153,43,0.304,5,0,0.819,41.71,0.172,Low
7,2024-03-04,10,marketing,mid,1,72.9,0.072,0.585,8,1.88,42.0,0.0,0.093,59,-0.114,2,0,0.954,46.18,0.163,Low
7,2024-03-11,11,marketing,mid,1,72.9,0.072,0.867,7,2.09,39.7,0.0,0.152,48,0.502,4,0,0.907,44.62,0.137,Low
7,2024-03-18,12,marketing,mid,1,72.9,0.072,0.719,5,1.96,38.8,0.0,0.156,38,-0.063,1,0,0.923,39.97,0.142,Low
7,2024-03-25,13,marketing,mid,1,72.9,0.072,1.156,6,3.19,41.1,1.56,0.133,61,0.324,2,0,0.919,43.5,0.166,Low
7,2024-04-01,14,marketing,mid,1,72.9,0.072,0.876,8,1.77,41.9,2.94,0.184,47,0.046,7,0,1.0,43.38,0.197,Low
7,2024-04-08,15,marketing,mid,1,72.9,0.072,0.947,4,3.37,45.3,5.87,0.145,53,0.1,3,0,0.92,37.87,0.273,Low
7,2024-04-15,16,marketing,mid,1,72.9,0.072,1.135,6,3.02,39.3,2.98,0.086,42,0.396,4,0,0.856,42.44,0.21,Low
7,2024-04-22,17,marketing,mid,1,72.9,0.072,1.399,6,3.73,43.2,5.43,0.119,38,0.02,7,0,0.845,38.15,0.292,Low
7,2024-04-29,18,marketing,mid,1,72.9,0.072,1.193,3,2.87,49.2,4.64,0.186,38,0.018,5,0,0.894,33.42,0.279,Low
7,2024-05-06,19,marketing,mid,1,72.9,0.072,0.959,3,2.77,40.2,0.0,0.129,40,0.254,4,0,0.99,37.48,0.153,Low
7,2024-05-13,20,marketing,mid,1,72.9,0.4258412947285873,1.205,8,2.88,45.5,10.954979692870873,0.138,38,-0.6807350293893984,1,0,0.45969158796454845,35.84,0.55,Medium
8,2024-01-01,1,product,senior,1,74.3,0.08,0.976,8,3.25,44.5,2.14,0.045,63,0.203,0,0,0.845,48.02,0.181,Low
8,2024-01-08,2,product,senior,1,74.3,0.08,1.126,4,3.71,36.8,1.03,0.187,38,0.614,3,0,0.798,37.99,0.171,Low
8,2024-01-15,3,product,senior,1,74.3,0.08,1.03,6,2.67,40.2,1.63,0.129,50,0.212,4,0,0.901,41.55,0.167,Low
8,2024-01-22,4,product,senior,1,74.3,0.08,1.227,2,3.7,44.1,3.41,0.166,23,-0.0,2,0,0.898,33.57,0.2,Low
8,2024-01-29,5,product,senior,1,74.3,0.08,0.834,9,1.34,37.6,0.0,0.102,42,0.395,2,0,0.866,49.14,0.126,Low
8,2024-02-05,6,product,senior,1,74.3,0.08,1.227,5,3.42,51.3,5.42,0.179,35,0.347,2,1,0.794,39.17,0.25,Low
8,2024-02-12,7,product,senior,1,74.3,0.08,1.8,3,5.0,50.8,9.89,0.084,49,0.223,6,0,0.847,34.67,0.29,Low
8,2024-02-19,8,product,senior,1,74.3,0.08,0.695,10,3.3,41.9,0.0,0.1,47,0.27,0,0,1.0,53.6,0.101,Low
8,2024-02-26,9,product,senior,1,74.3,0.08,0.805,9,2.58,39.4,0.0,0.189,47,0.249,0,0,0.934,49.29,0.111,Low
8,2024-03-04,10,product,senior,1,74.3,0.08,0.71,12,1.72,43.4,0.0,0.108,33,0.537,1,0,0.977,57.63,0.094,Low
8,2024-03-11,11,product,senior,1,74.3,0.08,0.913,7,2.47,42.1,1.08,0.183,40,0.296,2,0,0.882,43.92,0.148,Low
8,2024-03-18,12,product,senior,1,74.3,0.08,0.799,9,2.15,38.6,0.0,0.12,61,0.175,3,0,0.927,48.11,0.11,Low
8,2024-03-25,13,product,senior,1,74.3,0.08,1.016,7,2.87,39.2,0.0,0.022,56,0.011,1,0,0.997,47.23,0.087,Low
8,2024-04-01,14,product,senior,1,74.3,0.08,1.394,6,4.32,38.9,0.85,0.124,30,0.623,6,0,0.884,42.27,0.129,Low
8,2024-04-08,15,product,senior,1,74.3,0.08,1.667,6,4.26,40.6,2.69,0.095,38,0.214,6,0,0.832,39.87,0.196,Low
8,2024-04-15,16,product,senior,1,74.3,0.08,1.019,6,3.37,42.8,3.61,0.1,53,0.506,3,0,0.889,43.86,0.232,Low
8,2024-04-22,17,product,senior,1,74.3,0.08,1.308,7,4.14,34.6,1.95,0.128,60,0.27,6,0,0.868,42.07,0.209,Low
8,2024-04-29,18,product,senior,1,74.3,0.08,1.136,6,2.46,43.3,2.06,0.136,9,-0.125,4,0,0.794,38.17,0.241,Low
8,2024-05-06,19,product,senior,1,74.3,0.08,1.234,4,3.79,45.6,3.71,0.084,58,0.418,4,0,0.773,37.6,0.279,Low
8,2024-05-13,20,product,senior,1,74.3,0.08,1.265,3,3.1,44.6,0.0,0.109,46,0.212,4,0,0.752,34.0,0.232,Low
9,2024-01-01,1,product,senior,1,44.4,0.207,1.039,2,2.62,41.8,1.78,0.184,47,-0.09,3,0,0.977,33.45,0.233,Low
9,2024-01-08,2,product,senior,1,44.4,0.207,0.845,1,2.28,42.2,0.15,0.037,36,0.683,2,0,0.864,36.53,0.2,Low
9,2024-01-15,3,product,senior,1,44.4,0.207,1.256,0,3.8,38.2,0.0,0.121,40,0.336,7,0,0.879,28.97,0.199,Low
9,2024-01-22,4,product,senior,1,44.4,0.207,1.439,0,4.34,46.5,7.18,0.129,21,0.168,6,0,0.827,27.8,0.363,Medium
9,2024-01-29,5,product,senior,1,44.4,0.207,1.235,0,4.23,41.2,2.25,0.145,59,0.054,0,1,0.837,30.66,0.29,Low
9,2024-02-05,6,product,senior,1,44.4,0.207,1.8,2,5.0,43.5,8.33,0.093,47,0.137,7,1,0.764,30.41,0.365,Medium
9,2024-02-12,7,product,senior,1,44.4,0.207,1.153,4,3.46,46.7,7.25,0.171,25,0.175,2,0,0.905,38.21,0.297,Low
9,2024-02-19,8,product,senior,1,44.4,0.207,0.905,2,2.89,36.9,0.75,0.107,31,0.279,4,0,0.859,34.08,0.196,Low
9,2024-02-26,9,product,senior,1,44.4,0.207,0.737,0,1.76,39.5,0.0,0.11,60,0.148,5,0,0.994,31.08,0.157,Low
9,2024-03-04,10,product,senior,1,44.4,0.207,0.595,1,1.57,38.2,0.0,0.069,46,0.481,2,0,1.0,37.08,0.145,Low
9,2024-03-11,11,product,senior,1,44.4,0.207,0.572,1,1.59,42.8,0.0,0.142,61,0.557,0,0,0.973,37.13,0.158,Low
9,2024-03-18,12,product,senior,1,44.4,0.207,0.896,1,2.88,41.4,2.55,0.112,55,0.339,5,0,0.944,33.15,0.201,Low
9,2024-03-25,13,product,senior,1,44.4,0.207,0.871,3,1.9,38.5,0.0,0.104,45,0.475,1,0,0.851,38.62,0.16,Low
9,2024-04-01,14,product,senior,1,44.4,0.207,1.176,0,2.43,46.4,4.71,0.109,30,0.713,7,0,0.897,31.31,0.257,Low
9,2024-04-08,15,product,senior,1,44.4,0.207,1.398,4,4.04,42.2,6.72,0.183,28,0.368,4,0,1.0,39.26,0.274,Low
9,2024-04-15,16,product,senior,1,44.4,0.207,1.422,0,4.32,47.3,7.51,0.189,51,-0.129,4,1,0.879,27.38,0.334,Medium
9,2024-04-22,17,product,senior,1,44.4,0.207,1.423,2,3.79,51.5,6.45,0.117,52,0.189,3,0,0.914,34.9,0.252,Low
9,2024-04-29,18,product,senior,1,44.4,0.207,1.335,1,3.76,43.3,6.34,0.134,59,0.317,8,0,0.885,30.06,0.276,Low
9,2024-05-06,19,product,senior,1,44.4,0.207,0.985,3,2.07,40.7,1.9,0.192,47,0.184,5,0,0.918,34.52,0.207,Low
9,2024-05-13,20,product,senior,1,44.4,0.207,0.85,1,2.3,37.4,1.95,0.203,29,0.748,2,0,0.975,36.02,0.198,Low
10,2024-01-01,1,sales,mid,1,64.5,0.213,1.062,7,3.12,40.7,0.6,0.113,54,-0.02,2,0,0.77,41.72,0.23,Low
10,2024-01-08,2,sales,mid,1,64.5,0.213,0.765,8,1.89,42.8,0.0,0.091,60,0.061,3,0,0.93,46.14,0.182,Low
